O00418,136429
O00418,162648
O00418,56160532
O00418,mgtagzh
O00418,O00418
O00418,O00571
O00418,O14745
O00418,O14757
O00418,O14965
O00418,O43175
O00418,O43390
O00418,O95831
O00418,P00738
O00418,P05141
O00418,P06748
O00418,P07437
O00418,P08107
O00418,P08670
O00418,P08708
O00418,P09651
O00418,P09874
O00418,P10599
O00418,P11021
O00418,P11142
O00418,P12236
O00418,P12277
O00418,P13639
O00418,P14136
O00418,P15880
O00418,P17987
O00418,P18621
O00418,P20929
O00418,P22234
O00418,P22626
O00418,P23396
O00418,P24534
O00418,P25205
O00418,P26641
O00418,P27348
O00418,P30153
O00418,P31942
O00418,P31943
O00418,P32119
O00418,P34931
O00418,P34932
O00418,P35268
O00418,P35579
O00418,P35637
O00418,P36542
O00418,P37108
O00418,P38646
O00418,P39019
O00418,P42766
O00418,P46777
O00418,P46782
O00418,P46783
O00418,P47914
O00418,P48643
O00418,P49327
O00418,P49411
O00418,P49458
O00418,P49674
O00418,P50991
O00418,P51991
O00418,P60660
O00418,P60866
O00418,P61247
O00418,P61513
O00418,P61978
O00418,P62249
O00418,P62258
O00418,P62263
O00418,P62266
O00418,P62269
O00418,P62273
O00418,P62280
O00418,P62701
O00418,P62750
O00418,P62753
O00418,P62829
O00418,P62847
O00418,P62851
O00418,P62857
O00418,P62861
O00418,P62899
O00418,P62910
O00418,P62913
O00418,P62979
O00418,P63104
O00418,P63151
O00418,P63208
O00418,P69905
O00418,P78371
O00418,P78406
O00418,P78527
O00418,P83881
O00418,Q01844
O00418,Q06830
O00418,Q08493
O00418,Q13085
O00418,Q13155
O00418,Q13424
O00418,Q14103
O00418,Q15366
O00418,Q16650
O00418,Q6YN16
O00418,Q8IZQ1
O00418,Q8NC51
O00418,Q8WWM7
O00418,Q92598
O00418,Q92734
O00418,Q96PK6
O00418,Q96RQ3
O00418,Q99729
O00418,Q9HCC0
O00418,Q9NQX4
O00418,Q9NR30
O00418,Q9UKB1
O00418,Q9ULV4
O00418,Q9UM22
O00418,Q9Y230
O00418,Q9Y297
O00506,136429
O00506,162648
O00506,56160532
O00506,mgtagzh
O00506,O00231
O00506,O00232
O00506,O00487
O00506,O00506
O00506,O00763
O00506,O14654
O00506,O14745
O00506,O14818
O00506,O15020
O00506,O43242
O00506,O43815
O00506,O95757
O00506,O95816
O00506,O95831
O00506,P02768
O00506,P05109
O00506,P05141
O00506,P06702
O00506,P07437
O00506,P07900
O00506,P08107
O00506,P08238
O00506,P08670
O00506,P09543
O00506,P10809
O00506,P11021
O00506,P11142
O00506,P12036
O00506,P12236
O00506,P14136
O00506,P14618
O00506,P15880
O00506,P16401
O00506,P16403
O00506,P16615
O00506,P17980
O00506,P17987
O00506,P20618
O00506,P22626
O00506,P23396
O00506,P25705
O00506,P27708
O00506,P28066
O00506,P28072
O00506,P28074
O00506,P30153
O00506,P30154
O00506,P31151
O00506,P31942
O00506,P34931
O00506,P34932
O00506,P35030
O00506,P35268
O00506,P35579
O00506,P35637
O00506,P35998
O00506,P38646
O00506,P40227
O00506,P42677
O00506,P42766
O00506,P43686
O00506,P46779
O00506,P48643
O00506,P49327
O00506,P49368
O00506,P49411
O00506,P49721
O00506,P50990
O00506,P50991
O00506,P51665
O00506,P52757
O00506,P54652
O00506,P55036
O00506,P60660
O00506,P60900
O00506,P61247
O00506,P61513
O00506,P62158
O00506,P62191
O00506,P62195
O00506,P62258
O00506,P62263
O00506,P62266
O00506,P62269
O00506,P62273
O00506,P62280
O00506,P62333
O00506,P62701
O00506,P62714
O00506,P62750
O00506,P62753
O00506,P62826
O00506,P62829
O00506,P62847
O00506,P62851
O00506,P62861
O00506,P62899
O00506,P62979
O00506,P63151
O00506,P63167
O00506,P63173
O00506,P67775
O00506,P68371
O00506,P69905
O00506,P78371
O00506,P78527
O00506,P81605
O00506,P83731
O00506,P84098
O00506,Q00325
O00506,Q00839
O00506,Q01518
O00506,Q01844
O00506,Q06830
O00506,Q07021
O00506,Q08379
O00506,Q13033
O00506,Q13085
O00506,Q13200
O00506,Q14257
O00506,Q14657
O00506,Q14BN4
O00506,Q15008
O00506,Q16543
O00506,Q3ZCQ8
O00506,Q562R1
O00506,Q71UM5
O00506,Q7L7X3
O00506,Q86YZ3
O00506,Q8WZ74
O00506,Q92522
O00506,Q92598
O00506,Q96DC9
O00506,Q96HS1
O00506,Q96RQ3
O00506,Q99460
O00506,Q99832
O00506,Q9BRV8
O00506,Q9BUL8
O00506,Q9BVA1
O00506,Q9H3G5
O00506,Q9HCC0
O00506,Q9NRL3
O00506,Q9NVI7
O00506,Q9NVK5
O00506,Q9P289
O00506,Q9P2B4
O00506,Q9ULQ0
O00506,Q9UNM6
O00506,Q9Y230
O00506,Q9Y265
O00506,Q9Y2X3
O00506,Q9Y3A3
O00506,Q9Y3C4
O00506,STREP_3xHA
O95747,136429
O95747,162648
O95747,56160532
O95747,A6NHL2
O95747,mgtagzh
O95747,O14654
O95747,O14818
O95747,O43242
O95747,O60884
O95747,O95747
O95747,O95757
O95747,O95816
O95747,O95831
O95747,P00738
O95747,P05141
O95747,P06702
O95747,P07437
O95747,P07900
O95747,P08107
O95747,P08238
O95747,P08670
O95747,P08708
O95747,P10599
O95747,P10644
O95747,P11021
O95747,P11142
O95747,P12236
O95747,P13639
O95747,P13674
O95747,P14136
O95747,P15880
O95747,P16402
O95747,P16403
O95747,P16615
O95747,P18621
O95747,P22087
O95747,P22694
O95747,P23396
O95747,P25705
O95747,P25786
O95747,P26373
O95747,P27635
O95747,P27708
O95747,P28066
O95747,P28072
O95747,P28074
O95747,P31689
O95747,P31942
O95747,P34931
O95747,P34932
O95747,P35030
O95747,P35268
O95747,P35579
O95747,P35580
O95747,P35998
O95747,P36578
O95747,P38646
O95747,P42677
O95747,P42766
O95747,P46776
O95747,P46778
O95747,P46779
O95747,P47914
O95747,P49207
O95747,P49411
O95747,P50402
O95747,P54652
O95747,P60660
O95747,P60900
O95747,P61247
O95747,P61513
O95747,P62158
O95747,P62195
O95747,P62241
O95747,P62249
O95747,P62258
O95747,P62263
O95747,P62266
O95747,P62269
O95747,P62273
O95747,P62277
O95747,P62280
O95747,P62333
O95747,P62701
O95747,P62750
O95747,P62753
O95747,P62805
O95747,P62826
O95747,P62829
O95747,P62841
O95747,P62851
O95747,P62861
O95747,P62899
O95747,P62979
O95747,P63104
O95747,P63173
O95747,P67809
O95747,P67870
O95747,P68371
O95747,P69905
O95747,P78527
O95747,P81605
O95747,P83731
O95747,P83881
O95747,P84098
O95747,Q00325
O95747,Q07021
O95747,Q08380
O95747,Q13085
O95747,Q13200
O95747,Q13257
O95747,Q13347
O95747,Q13501
O95747,Q16576
O95747,Q3MHD2
O95747,Q3ZCQ8
O95747,Q71UM5
O95747,Q8N4Q1
O95747,Q8WVM8
O95747,Q8WWM7
O95747,Q92598
O95747,Q96DC9
O95747,Q96HS1
O95747,Q96RQ3
O95747,Q9BQE3
O95747,Q9BUF5
O95747,Q9BVA1
O95747,Q9HCC0
O95747,Q9NVI7
O95747,Q9NWW5
O95747,Q9NZL4
O95747,Q9Y230
O95747,Q9Y265
O95747,Q9Y3U8
P11802,136429
P11802,162648
P11802,mgtagzh
P11802,O75385
P11802,O95816
P11802,P04406
P11802,P07437
P11802,P07477
P11802,P07900
P11802,P08107
P11802,P08238
P11802,P08708
P11802,P11021
P11802,P11142
P11802,P11802
P11802,P12036
P11802,P14136
P11802,P16403
P11802,P17987
P11802,P28482
P11802,P31943
P11802,P36507
P11802,P38646
P11802,P40227
P11802,P42766
P11802,P42771
P11802,P42772
P11802,P42773
P11802,P46527
P11802,P48643
P11802,P49368
P11802,P50990
P11802,P50991
P11802,P55273
P11802,P61513
P11802,P62266
P11802,P62269
P11802,P62280
P11802,P62701
P11802,P62750
P11802,P62829
P11802,P62851
P11802,P62861
P11802,P62899
P11802,P63173
P11802,P68371
P11802,P68400
P11802,P78371
P11802,P81605
P11802,Q00534
P11802,Q01844
P11802,Q06830
P11802,Q12931
P11802,Q13085
P11802,Q13188
P11802,Q16543
P11802,Q58FG0
P11802,Q86W33
P11802,Q99832
P11802,STREP_3xHA
P15735,136429
P15735,162648
P15735,56160532
P15735,mgtagzh
P15735,O00165
P15735,O00231
P15735,O00232
P15735,O00483
P15735,O00571
P15735,O00763
P15735,O14545
P15735,O14654
P15735,O14745
P15735,O14925
P15735,O14980
P15735,O15027
P15735,O43242
P15735,O43390
P15735,O43592
P15735,O43809
P15735,O43819
P15735,O43823
P15735,O43852
P15735,O60762
P15735,O60884
P15735,O75190
P15735,O95071
P15735,O95714
P15735,O95757
P15735,O95816
P15735,O95831
P15735,P00367
P15735,P04350
P15735,P04406
P15735,P04843
P15735,P05023
P15735,P05141
P15735,P05387
P15735,P06576
P15735,P06748
P15735,P07437
P15735,P07814
P15735,P07900
P15735,P08107
P15735,P08238
P15735,P08670
P15735,P08708
P15735,P09622
P15735,P09651
P15735,P10809
P15735,P11021
P15735,P11142
P15735,P11498
P15735,P12036
P15735,P12236
P15735,P13639
P15735,P14136
P15735,P15735
P15735,P15880
P15735,P16403
P15735,P16615
P15735,P17844
P15735,P17980
P15735,P17987
P15735,P18621
P15735,P19338
P15735,P20020
P15735,P20618
P15735,P22087
P15735,P22626
P15735,P23396
P15735,P25705
P15735,P25787
P15735,P26373
P15735,P27348
P15735,P27708
P15735,P28066
P15735,P28072
P15735,P28074
P15735,P30153
P15735,P31689
P15735,P31942
P15735,P31943
P15735,P32969
P15735,P34931
P15735,P34932
P15735,P35232
P15735,P35268
P15735,P35579
P15735,P35637
P15735,P35998
P15735,P36542
P15735,P36578
P15735,P37108
P15735,P38646
P15735,P39019
P15735,P40227
P15735,P40616
P15735,P42677
P15735,P42704
P15735,P42766
P15735,P43003
P15735,P43307
P15735,P43686
P15735,P45880
P15735,P46019
P15735,P46020
P15735,P46776
P15735,P46779
P15735,P46781
P15735,P46782
P15735,P46783
P15735,P47914
P15735,P48643
P15735,P48740
P15735,P49327
P15735,P49368
P15735,P49411
P15735,P49458
P15735,P50402
P15735,P50990
P15735,P50991
P15735,P51571
P15735,P51784
P15735,P52272
P15735,P52597
P15735,P53007
P15735,P53985
P15735,P54136
P15735,P55060
P15735,P55786
P15735,P56192
P15735,P57678
P15735,P60660
P15735,P60866
P15735,P60900
P15735,P61247
P15735,P61254
P15735,P61513
P15735,P61978
P15735,P62081
P15735,P62158
P15735,P62191
P15735,P62195
P15735,P62241
P15735,P62244
P15735,P62249
P15735,P62258
P15735,P62263
P15735,P62266
P15735,P62269
P15735,P62273
P15735,P62277
P15735,P62280
P15735,P62333
P15735,P62701
P15735,P62750
P15735,P62753
P15735,P62826
P15735,P62829
P15735,P62847
P15735,P62851
P15735,P62854
P15735,P62861
P15735,P62899
P15735,P62910
P15735,P62913
P15735,P63104
P15735,P63151
P15735,P63173
P15735,P67809
P15735,P68371
P15735,P69905
P15735,P78371
P15735,P78527
P15735,P81605
P15735,P83731
P15735,P83881
P15735,P84098
P15735,Q00325
P15735,Q00839
P15735,Q01844
P15735,Q02978
P15735,Q05397
P15735,Q05639
P15735,Q06830
P15735,Q07021
P15735,Q07065
P15735,Q08380
P15735,Q13015
P15735,Q13085
P15735,Q13153
P15735,Q13200
P15735,Q13263
P15735,Q13885
P15735,Q14257
P15735,Q14974
P15735,Q15293
P15735,Q15366
P15735,Q16637
P15735,Q16650
P15735,Q16718
P15735,Q3MHD2
P15735,Q3ZCQ8
P15735,Q5D862
P15735,Q5T2N8
P15735,Q5T4S7
P15735,Q6P2Q9
P15735,Q71UM5
P15735,Q7Z417
P15735,Q86VP6
P15735,Q8IXI1
P15735,Q8N163
P15735,Q8NC51
P15735,Q8WU90
P15735,Q8WWM7
P15735,Q92504
P15735,Q92598
P15735,Q92616
P15735,Q92973
P15735,Q96EY1
P15735,Q96HS1
P15735,Q96IX5
P15735,Q96RQ3
P15735,Q96T76
P15735,Q96TA2
P15735,Q99623
P15735,Q99832
P15735,Q9BQE3
P15735,Q9BSD7
P15735,Q9BSJ2
P15735,Q9BUF5
P15735,Q9BVA1
P15735,Q9BXW9
P15735,Q9GZT3
P15735,Q9H0W5
P15735,Q9HAV4
P15735,Q9NR30
P15735,Q9NVI7
P15735,Q9P035
P15735,Q9P289
P15735,Q9UJS0
P15735,Q9ULL1
P15735,Q9ULV4
P15735,Q9ULX6
P15735,Q9UNE7
P15735,Q9UQE7
P15735,Q9Y230
P15735,Q9Y265
P15735,Q9Y295
P15735,Q9Y2X3
P15735,Q9Y6E2
P17612,136429
P17612,56160532
P17612,A6NHL2
P17612,mgtagzh
P17612,O14654
P17612,O14745
P17612,O95292
P17612,O95831
P17612,P05141
P17612,P07437
P17612,P07900
P17612,P08107
P17612,P08238
P17612,P08708
P17612,P10644
P17612,P10809
P17612,P11021
P17612,P11142
P17612,P12236
P17612,P13861
P17612,P14625
P17612,P15880
P17612,P16403
P17612,P17612
P17612,P17987
P17612,P22612
P17612,P22694
P17612,P23396
P17612,P24588
P17612,P27635
P17612,P31321
P17612,P31323
P17612,P38646
P17612,P40227
P17612,P42677
P17612,P42766
P17612,P46782
P17612,P48643
P17612,P49368
P17612,P49411
P17612,P50990
P17612,P55084
P17612,P61247
P17612,P61513
P17612,P61962
P17612,P62158
P17612,P62249
P17612,P62258
P17612,P62263
P17612,P62266
P17612,P62269
P17612,P62273
P17612,P62280
P17612,P62701
P17612,P62750
P17612,P62753
P17612,P62805
P17612,P62829
P17612,P62851
P17612,P62854
P17612,P62861
P17612,P62899
P17612,P62913
P17612,P63167
P17612,P63173
P17612,P68371
P17612,P69905
P17612,P78371
P17612,P81605
P17612,P83731
P17612,P83881
P17612,Q00325
P17612,Q07021
P17612,Q13085
P17612,Q13263
P17612,Q13627
P17612,Q14257
P17612,Q15691
P17612,Q16543
P17612,Q3ZCQ8
P17612,Q5VU43
P17612,Q6UWF7
P17612,Q8N6U8
P17612,Q92522
P17612,Q92667
P17612,Q96HS1
P17612,Q96SN8
P17612,Q99996
P17612,Q9BSF0
P17612,Q9NVI7
P17612,Q9P0L0
P17612,Q9P0M2
P17612,Q9UBD9
P17612,Q9UKA4
P17612,Q9Y2D5
P19525,136429
P19525,162648
P19525,mgtagzh
P19525,O00425
P19525,O00567
P19525,O14745
P19525,O43390
P19525,O75569
P19525,O76021
P19525,O95793
P19525,P00738
P19525,P05386
P19525,P05387
P19525,P05388
P19525,P07305
P19525,P07437
P19525,P07900
P19525,P07910
P19525,P08107
P19525,P08238
P19525,P08670
P19525,P08708
P19525,P10412
P19525,P11021
P19525,P11142
P19525,P11387
P19525,P11940
P19525,P12036
P19525,P14136
P19525,P14866
P19525,P15880
P19525,P16402
P19525,P16403
P19525,P16989
P19525,P18077
P19525,P18124
P19525,P18621
P19525,P19338
P19525,P19525
P19525,P22087
P19525,P23396
P19525,P25398
P19525,P26373
P19525,P27635
P19525,P30048
P19525,P30050
P19525,P31942
P19525,P31943
P19525,P32969
P19525,P35268
P19525,P36578
P19525,P37108
P19525,P38159
P19525,P38646
P19525,P39019
P19525,P39023
P19525,P40429
P19525,P42677
P19525,P42766
P19525,P43243
P19525,P46087
P19525,P46776
P19525,P46777
P19525,P46778
P19525,P46779
P19525,P46781
P19525,P46783
P19525,P47914
P19525,P49207
P19525,P50914
P19525,P52272
P19525,P52597
P19525,P55265
P19525,P60660
P19525,P60866
P19525,P61247
P19525,P61313
P19525,P61353
P19525,P61513
P19525,P61927
P19525,P61978
P19525,P62241
P19525,P62244
P19525,P62249
P19525,P62263
P19525,P62266
P19525,P62269
P19525,P62273
P19525,P62277
P19525,P62280
P19525,P62424
P19525,P62701
P19525,P62750
P19525,P62753
P19525,P62805
P19525,P62829
P19525,P62841
P19525,P62847
P19525,P62851
P19525,P62854
P19525,P62861
P19525,P62888
P19525,P62899
P19525,P62906
P19525,P62910
P19525,P62913
P19525,P62917
P19525,P62979
P19525,P63173
P19525,P67809
P19525,P68371
P19525,P69905
P19525,P81605
P19525,P83731
P19525,P83881
P19525,P84098
P19525,Q00839
P19525,Q02543
P19525,Q02878
P19525,Q06830
P19525,Q07020
P19525,Q08211
P19525,Q08380
P19525,Q12905
P19525,Q12906
P19525,Q13043
P19525,Q13085
P19525,Q13310
P19525,Q15717
P19525,Q16543
P19525,Q562R1
P19525,Q71UM5
P19525,Q7L2E3
P19525,Q86U86
P19525,Q8TDN6
P19525,Q8TF72
P19525,Q8WTT2
P19525,Q8WWM7
P19525,Q92522
P19525,Q92734
P19525,Q92900
P19525,Q969Q0
P19525,Q96HS1
P19525,Q99848
P19525,Q9BQG0
P19525,Q9BRT6
P19525,Q9BUJ2
P19525,Q9BVP2
P19525,Q9HAN9
P19525,Q9HCE1
P19525,Q9NQT4
P19525,Q9NR30
P19525,Q9NVP1
P19525,Q9NW13
P19525,Q9NX24
P19525,Q9NZI8
P19525,Q9UKM9
P19525,Q9UPY3
P19525,Q9Y3U8
P19525,Q9Y6M1
P19525,STREP_3xHA
P19784,136429
P19784,162648
P19784,56160532
P19784,mgtagzh
P19784,O00422
P19784,O00468
P19784,O00471
P19784,O00567
P19784,O14654
P19784,O14786
P19784,O15360
P19784,O15372
P19784,O43660
P19784,O75071
P19784,O75487
P19784,O75593
P19784,O75822
P19784,O75909
P19784,O75934
P19784,O95470
P19784,O95816
P19784,P04637
P19784,P05387
P19784,P07437
P19784,P07900
P19784,P08107
P19784,P08238
P19784,P08670
P19784,P08708
P19784,P11021
P19784,P11047
P19784,P11142
P19784,P11274
P19784,P12036
P19784,P14136
P19784,P15880
P19784,P18621
P19784,P19784
P19784,P21127
P19784,P22087
P19784,P23396
P19784,P25440
P19784,P26373
P19784,P28074
P19784,P30414
P19784,P34741
P19784,P35268
P19784,P35659
P19784,P36578
P19784,P37108
P19784,P38432
P19784,P38646
P19784,P40939
P19784,P42677
P19784,P42766
P19784,P46776
P19784,P46779
P19784,P46781
P19784,P47914
P19784,P48426
P19784,P48643
P19784,P49458
P19784,P50990
P19784,P51965
P19784,P53999
P19784,P55084
P19784,P55769
P19784,P55884
P19784,P61247
P19784,P61254
P19784,P61353
P19784,P61513
P19784,P61927
P19784,P61962
P19784,P61964
P19784,P62241
P19784,P62249
P19784,P62263
P19784,P62266
P19784,P62269
P19784,P62273
P19784,P62277
P19784,P62280
P19784,P62701
P19784,P62750
P19784,P62753
P19784,P62805
P19784,P62829
P19784,P62841
P19784,P62847
P19784,P62851
P19784,P62854
P19784,P62857
P19784,P62861
P19784,P62899
P19784,P62910
P19784,P62913
P19784,P62917
P19784,P62937
P19784,P62979
P19784,P62987
